binary_labels,text
2,"""Oh Donald, again with your angry misogyny. You are just incorrigible. Now tell us more about Trump Wall."" -- #GOPDebate"
2,"Actually, BUSH'S BROTHER CUT THE DEAL TO LEAVE IRAQ. #GOPDebate"
0,Actual #GOPDebate MVP https://t.co/t0Wr7BKTrV
0,"""Campaign Conservatives"" is a great description of many in #GOPDebate @TedCruz"
2,Lots of Republicans in my Facebook and Twitter timelines are ticked at Fox News for running that hatchet job of a debate. #GOPdebate
2,"""Purpose of the military is to kill people and break things!"" Um? Really? It's a last resort to defend Americans #GOP201…"
2,Advice to #GOP candidates in order of how they finished 1st Donald Trump Add detail for debte 2  Don't play prevent  #gopdebate #tcot #p2
0,.@FoxNews Fun shot of the candidates warming up for the #GOPDebate! http://t.co/5e7936xKoU
2,The Straight Outta Compton trailer that just came on spent more time on police brutality than the #GOPDebate did.
1,@megynkelly was the real winner last night. #FoxDebate #GOPDebate
1,"Glad to see climate change a key theme of tonight's #gopdebate. We may differ on solutions, but at least we're all focuse…"
2,"Trump disagreeing with Megyn Kelly's pointed, somewhat gotcha questions does not equate to her being a bimbo. &lt;sigh&gt; #gopdebate"
2,#GOPDebate @chriswallace @megynkelly @BretBaier I was really looking forward to a real debate of the candidates not an attack on Trump
1,"Everybody loves Carly the Cinderella. Compared with the dwarfs at the other table, she was the afternoon delight. #gopdebate"
2,I'll cuck for Bibi before I do ANYTHING for the US! Count on it! Israel First! #cuckservative #GOPDebate
2,"@JohnKasich is from Ohio.
 Ohio gave us Boehner. 
NO THANKS. ANOTHER RHINO
 #GOPDebate"
1,Know what's funny....the #GOPDebate probably has a better score on rotten tomatoes than #FantasticFour 👍
0,@EPA Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
2,Is FOXNews a long-game liberal conspiracy to drive the Republican Party so far right that it will never win a general ele…
1,"Chris Christie did nicely, I think. I'm surprised Fox News didn't hit him with ""fat"" questions though. #fitnessaspresident #GOPDebate"
0,.@RobertJRalston The Paul/Chirstie debate regarding 4th amendment protections vs. mass data collection was very interesting. #GOPDebate
1,"I think @megynkelly won #GOPDebate!  Hard hitting questions of concern to majority of voter, not just fringe GOP base. 

#MegynForPresident"
1,"I don't always support everything Megyn Kelly says, but tonight she's my hero. http://t.co/QgwM5XG3F9 #GOPDebate http:…"
0,http://t.co/s9UQDSEMRX http://t.co/dX13Wgwgu2
2,https://t.co/skhaS0lquB God Damn!  That's what's called a MEGA #TwatSwat @hardball_chris #GOPDebate #CarlyFiorina
2,"Not shocked much,but ""debate"" questions for both were ABSURD!!With all the shit we have going on, they chose 2 try &amp; start fights #GOPDebate"
0,First @TheDemocrats debate 2 months after #GOPDebate? Undemocratic. An Embarrassment. #WeWantDebate #WeNEEDdebate @DWStweets…
2,"Ted Cruz = ""Chubby Damien Thorne"" #GOPDebate"
2,"As person who grew up poor, I can tell you: no one is more brutal than poor ppl who make it &amp; think success makes them better…"
1,#GOPDebate had a 16.0 household rating. (vs 5.3 in 2011/12) http://t.co/4IH7BTyeaZ http://t.co/e9FIG93k0i
1,Good thing #climatechange is not something to worry about! I'm excited about the beaches in Colorado. #GOPDebate
2,"No substantive conversation about income inequality, declining wages, social security or race and minorities. #GOPDebate about nothing."
1,All my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate  Rubio-Kasich ticket!…
2,Came in the negro barbershop asked about the #GOPDebate.... they told me to shut up
1,"""Ultimately, liberals were unhappy, which means the GOP did something right"" #gopDebate http://t.co/08nrvGEsrA"
2,#GOPDebate Gov.Walker being pro-life means pro EVERY life! When you develop a uterus then you can have an opinion!
2,"Government can fu*k up so bad that an event like #Benghazi unfolds, but let's make a big deal about Trump calling someone a dog. #GOPDebate"
0,We gave each Republican presidential candidate a theme song http://t.co/DZjpdUaFlm
2,2 words to describe Hillary. ALL SEVEN answered with more than two words.
2,"Be back after 3 advil and a late dinner. #GOPDebate
Footnote @MeganKelly needs a new job! Is CNN hiring. She is way too full of…"
0,http://t.co/qmbM3Bg6tt #KKKorGOP
2,"Lindsey Graham could be the solution for insomniacs everywhere.

#GOPDebate"
2,Abortion rights are barbaric and need to go - we are killing American citizens! #GOPDebate #prolife #AbortionIsMurder #PlannedParenthood
2,The day after the #GOPDebate a man who is mean to everybody is complaining about everybody being mean to him. #TrumpThe…
1,John Kasich knows how to balance budgets because he's actually done it. He will do it again. #GOPDebate http://t.co/LuyfKOK…
0,Did you notice on the GOD question they avoided saying they actually talk to god and have conversations being more general. #GOPdebate
2,"I filled 15/25 of my bingo spaces tonight. I'm surprised I didn't get ""Cruz denies climate change."" #GOPDebate"
2,"Donald Trump said, ""Single-payer works in Canada."" No...it...does...not!!! 20 reasons why not:
http://t.co/uR9oz95p9F
#GOPD…"
2,"Trump = Obama = Paranoid egomaniacs always blaming others. 

#DemocratsThinkAlike

#GOPDebate"
1,"@megynkelly well done! #GOPDebate suppose to advance survival of the fittest, not protection of endangered species. @greta #FoxNews"
0,@EPAespanol Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
2,😄 that's messed up. @JebBush getting no love on @Snapchat #GOPDebate http://t.co/0jX8Yeb00F
2,@megynkelly @FrankLuntz @GovMikeHuckabee Interesting -considering he doesn't have a snowball's chance in HELL of winni…
0,FYI: Planned Parenthood is more popular than any man on stage right now: http://t.co/IFPy8t26WB #GOPDebate
2,"Tell me @marklevinshow, when are you going to moderate a #GOPDebate? It's the only chance to give conservatives a fair sha…"
0,Did I miss all the climate change questions? #GOPDebate
2,"Not one clown on that stage of idiots last night, can match PBO's accomplishments #GOPDebate #voteblue2016 http://t.co/xocS…"
0,"Time to talk #GOPDebate, and gutless #Irish liberals afraid to fight against evil (Hitler or ISIS) w/@ghook 
@NewsRadio1067"
2,#GOPDebate: Trump Trumped! http://t.co/zWIN7P0vhH
2,"The most offensive, confusing, hilarious, &amp; wild moments #GOPDebate http://t.co/kJMyy04bnH http://t.co/a4ZOV5eKOt h/t @Vanity…"
2,Drank way too much 🍷 watching the #GOPDebate hangover #GDFR
2,@jeremypiven after watching last night's #GOPDebate I've decided Ari Gold really had the best domestic policy... http://t.co/k6XA5rlo70
2,Can we talk about climate change or is that just going to be swept under the rug again? #GOPDebate #climatechange
1,After #GOPDebate He's on top!  Go @RealBenCarson Go!!  #FoxNews and  @megynkelly keep Ben on the air! http://t.co/DgGlgoNasd
2,Love to see men who will never be faced with a pregnancy talk about what I can do with my body ❤️❤️❤️❤️ #GOPDebate
1,It sure was. #Huckabee delivered his message well.  #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet https://t.co/DwPzCZZrRL
2,Pretty sure I was just drunkenly yelling “ABORTION” at the screen at the New Parkway last night. #GOPDebate
2,They all look like they need a stool softener #GOPDebate
2,when Jeb Bush said all the Republican candidates were better than Hillary and Bernie #GOPDebate http://t.co/fWA5ir27bY
2,All of these GOP assholes hate #women. Too bad women vote for these misogynists. #GOPDebate #GOPClownShow #p2 #fem2 htt…
2,GOP in a nut shell  #GOPDebate http://t.co/Q7Q7GXw3Lc
1,Trump takes down Rosie. https://t.co/kC62VtBf6p”
2,#GOPDebate these 10 idiots  forget that #irandeal involves 5 other countries
0,I'm so ready for the next #GOPDebate
2,The #GOPDebate made me realize how much people saying stupid things in suits makes me miss debate season.
2,How @realDonaldTrump imagined he performed at last night's #GOPDebate? https://t.co/J1UhtFQzii
0,I like to whisper different things in each candidate's ear. Keeps 'em guessing. #GOPDebate
0,"""Let's talk about climate change and the environment?""
""Nah. We're good."" - @FoxNews 
#GOPDebate"
2,"#GOPDebate was like #JackNicholson driving his fellow patients around in ""One Flew Over the Cuckoos Nest."" http://t.co/lRpXQgx4A2"
0,Check out our interactive fact check of the #GOPDebate! http://t.co/3064jPtpa0 @NewsyVideos
2,"Sorry, but @JebBush was as inspiring as a manila envelope. 

#GOPDebate #tcot #tlot #ccot #ycot #GOP http://t.co/5xeZ4vlJ…"
0,"Anyone else find it odd God would tell everyone to run? Wouldn't he have picked just one, you know, being God and all? #GOPDebate"
2,The scary part about the #GOPDebate is that Trump won and is still leading the polls. Is America serious about making him Pres…
0,@hrkbenowen Tuned in to learn more about the other guys not named Trump and it turned into Megyn Kelly's Peoples Court #GOPDebate #Cruz2016
0,"For Whom the Bells Toll? 
*
The Million Dollar Question! #GOPDebate"
2,I've never seen a #GOPDebate as entertaining as last night's was
0,@BRappy55 RT @HuffPostLive: Last night's #GOPDebate in a nutshell. http://t.co/E7oOAW7nEa
1,.@GovernorPerry has a plan to end sanctuary cities #tcot #GOPDebate #Perry2016 http://t.co/L3cZ6jbRYH
1,Trump keeps trying to make definitive statements when the #GOPDebate is actually for mealy-mouthed hemming and hawing.…
1,"#GOPDebate my opinion, cruz had the best closing remarks, explaining his plan and vision for America. He was passionate, de…"
0,'Probable Cause To Believe' Walker Committed Felony http://t.co/fZoQJXbm6X #topprog #GOPDebate
2,"@PeteSessions #GOPDebate #USA, seriously, would you vote for any of these CLOWNS? We NEED #CIRNow #AINF #TNTVote http:/…"
1,With first debate over.... hands down @TedCruz is my pick for President! #GOPDebate http://t.co/g0jq1Y53bo
2,"A shocking photo taken in the sewers in Ohio after the #GOPDebate last night. http://t.co/rbK7gMYhCE"" lol brilliant"
2,Don't JEB me man! #GOPDebate http://t.co/KWDnwGf53Q
2,Cruz wants us to forfeit citizenship if we go and join ISIS? That seriously fucks up the spring break comedy script I jus…
2,"#MegynKelly #KellyFile #GOPDebate 
#foxnews demnstrtes its bias for Jeb by time allotment &amp; time spent attackng Trump
http://t.…"
2,"calling #women dogs, disgusting animals: ""We have a lot of fun, I say what I say."" #TrumpMisogynist #misogyny #GOPDebate"
0,Rand Paul tried to relate with #millennials #randpaul #gopdebate https://t.co/M6DbM4SHY3
0,"So 20 more minutes of #GOPDebate and nothing on clean energy, climate change, environment #nokxl clearest indicator of party…"
2,"#BATsAsk What if you gave a #GOPDebate and NOBODY came? Oh, wait!!! https://t.co/9TrCpw0EfM @BadassTeachersA http://t.co…"
0,GOP candidates take aim at @HillaryClinton during #GOPdebate. Does it help or hurt her? @ChrisKofinis weighs in @CNN http://t…
2,"Yes goyim, communist sympathizer @chrislhayes approves of @JebBush . Plz stop being racist #GOPDebate #cuckservative htt…"
1,"BTW ... @CarlyFiorina earned a spot at the ""big table"" for next debate, don't you think?  #GOPDebate #shebrungit"
2,"""MORE ADAM SANDLER MOVIES!"" #MakeAmericaFartAgain #GOPDebate"
0,Here is what Jeb did to ed in FL  http://t.co/TP1pTWUjFa @megynkelly  @bretbaier  @FoxNewsSunday  #GOPDebate  #BATsAsk
2,Political junkies are worse than football fans. One poor debate and suddenly that guy isn't going to the Super Bowl. #…
2,"Kept wondering where The Donald left his pinky ring and gold chains were, what with his used car salesman gesturing/talk. #GOPDebate"
2,@NowWithALEX Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
1,Glenn Beck is saying Rand is a big winner in the #GOPDebate and Christie is a big loser. #StandWithRand #GetAWarrant  @RandPaul
2,"Don't get me wrong, Ben Carson is a brilliant man, I admire him, but I don't see him as president, its true he has a lot…"
1,.@marcorubio takes a stand on abortion during the #GOPDebate http://t.co/8KAOnV4Kb7 http://t.co/fiQDbU1do2”
2,"Rand Paul is looking for a fight. Problem is, is it a political fight he wants, or is he merely pent up? #GOPDebate"
0,http://t.co/eza7pbYaKh
0,That Common Core question on #GOPdebate really escalated quickly. http://t.co/Xq0WaKYBH4
0,"""Whatever the geometric mean position of all primary voters is, that is also my position. Also, stammering."" - Jeb #GOPDe…"
2,"Rubio says all life should be protected. Rejects that he supports ""life of the mother"" exceptions. #GOPDebate"
2,Watched a part of the #GOPDebate last night. Hilarious that @ScottWalker thinks he has any chance. Let alone any of th…
1,Fiorina calls Trump out for giving to Hillary's Senate run http://t.co/huTOQZGYud #Trump2016 #GOPDebate http://t.co/1X…
0,"Every father w a daughter needs to think, very hard, about what these #religion zealots are saying #PlannedParenthood #GOPDe…"
2,.@realDonaldTrump:  If it weren’t for me you wouldn’t even be talking about illegal immigration #GOPDebate
0,"""the military's favorite song is Break Stuff by Limp Bizkit""- @MikeHuckabeeGOP #GOPDebate"
2,@megynkelly needs to get in the kitchen and make @realDonaldTrump a sandwich.  She doesn't belong in that setting with him. #GOPDebate
2,"Great to hear about critical topics like extreme inequality, poverty, climate change, racial justice at the #GOPDebate ... o…"
2,"It's ""fewer"" records, not ""less"" records, Rand Paul. Sorry, pally. My president knows the difference. #GOPDebate"
2,Rap Nigga That Dont Rap Just Look Like 1! #GOPDebate
2,"If @realDonaldTrump is complaining about hard questions from a ""bimbo"" like @megynkelly, how is he to lead America? #G…"
2,I predict tonight's winner will be late night comedians and Twitter. #GOPDebate
2,"my head still hurts from hearing mike huckabee imply trans ppl are a ""social experiment"" like eat my trans shit u moldy dishrag #GOPDebate"
1,@marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate  Rubio-Kasich ticket! #Outnumbered
0,@carlyfiorina &amp; @hardball_chris debate @HillaryClinton’s trustworthiness. https://t.co/CFH5kfzKwF  #GOPDebate #Carly2016
2,Glad to see SOMEBODY fact-checking #GOPDebate. #Fox let lies slide last night &amp; rest of #media not much better.  https://t.co/R…
0,"good that the moderators asked about past parties &amp; bankruptcies but they forgot the deferments,McCain comments,rape allegations..#GOPDebate"
0,Ben Rubin's AND THAT'S THE WAY IT IS is back up and running. I'm sure it has plenty to say after the #GOPDebate. http://t.…
0,Ted would prosecute @PPact. #CruzToVictory #GOPDebate
1,@JohnKasich really impressed in last night's #GOPDebate http://t.co/RbpOmS07gC #Kasich4Us
0,.@JDiamond1 finds strengths for #Trump #Paul &amp; #Christie but wonders about #Bush &amp; #Walker in last night's #GOPDebate http://t.co/CM8uowwG4S
2,"A weave on your head should look like you own the hair. If I see anymore glue,  I will scream. Looking like Trump
#weave
#GOPDebate 
#bad"
2,"#BATSask if Scott Walker's ""Pro-life"" stance covers school kids, too? http://t.co/39ZRoENv9K #GOPDebate"
0,The #GOPDebate last night was everything I hoped for and more. The internet will be amazing for weeks. #GOPClownCar
2,These guys should write for SNL. Not even kidding.  #GOPDebate
2,I like the part where some Americans think that it's only or mostly Americans getting killed by ISIS. Research people! #GOPDebate
0,"So, of course my phone would die in the middle of the #GOPDebate last night. I missed Twitter reax to the second hour of the debate."
2,"Sorry, Jeb but Compassionate Conservative message is so 2000
#GOPDebate RT https://t.co/8uAi8mR3di"
2,https://t.co/n0Lhfj92Kw #GOPdebate #funny #meme #Obama #HillaryClinton #badassBiden http://t.co/5YJw85akBV
2,#BATsAsk #GopDebate why does Walker believe busting unions is the same as fighting terrorism? @bretbaier
2,"The #GOPDebate last night got me even more fired up about Bernie #FeelTheBern 
http://t.co/3A5MQyKifG"
2,'Why did the #Moderators get more time than candidates? #GOPDebate
2,"Racist, religious fanatic debate.  #GOPignorance #GOPDebate  https://t.co/u8zEB21JXh"
0,#BatsAsk #GopDebate will Christie address foreign dignitaries like he does teachers? @bretbaier
0,Which candidate do you think was most impressive during #GOPdebate last night? http://t.co/x4pNZqxCJU
2,"you've called women fat pigs, etc.
#GOP audience: ha ha ha.
WTF? What is wrong with these people? #GOPDebate"
2,Old racist/sexist Wall Street ass-kissing white guys arguing? No thanks. #GOPDebate
2,@polisterpolls Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
0,Why I’m Running For President ---&gt;&gt;&gt;  http://t.co/phNgdByKSP #Carly2016 #GOPdebate http://t.co/8pUrBWZBRS
2,American voters deserved better questions for @realDonaldTrump during #GOPDebate @FoxNews knew better... #EPICFAIL https://t.co/xtOsLXWf43
1,#@ScottWalker #GOPDebate #winner in spite of the #FoxNews #debacle https://t.co/6B6F2NeeJ4
2,Love how .@megynkelly BAITED .@realDonaldTrump with women question. Then he gave .@Rosie airtime she couldn't have paid for…
2,"@JohnKasich, What about all of the kids in poverty in OH? #BatsAsk #GOPDebate"
0,You are more likely to be standing on the #GOPDebate stage right now than be killed by a shark this year
2,Disgrace @GovMikeHuckabee cites #science in anti-abortion rant but dismisses it on #globalwarming #GOPcircus #GOPDebate
2,116 Minutes BEFORE the word 'Veteran' was Even Uttered Tonight During a 2 Hour #GOPDebate . . Do You At STILL Think The GO…
2,"Who did Megyn Kelly ask about racism in America? Ben Carson - why, because he's a neurosurgeon? #GOPDebate"
0,The winners and losers of last night's #gopdebate http://t.co/FDOXvoJoM5
2,The reason there's never been a Jewish President is because his Mother would most likely run the White House #GOPDebate
1,"According to ratings today it seems Rubio won the #GOPDebate and I am super pumped. Young, Latino guy is a great image for the new GOP :)"
2,#MeganKelly news flash the debate isn't about you! The candidates should have put you panelists in your place. #GOPDeb…
2,These are the most boring match dot com profiles ever. #GOPDebate
2,@Deb_Libby I was laughing so hard I almost busted a rib. #GOPDebate
0,#BATsAsk GOP doesn't like big gov so are you in favor of locally elected school boards? #GOPDebate
1,No question she should be in the top 10. #CarlyFiorina #CarlyFiorina #GOPDebate #GOP  https://t.co/aWF2zNvqVo
0,"Wow, the endless fake pearl-clutching by establishment Repubs at everything #BasedTrump says now at fever pitch. #cuckservative #GOPDebate"
2,Everyone at #GOPDebate: I’m against the Iran Deal because Obama made it. Obama isn’t strong because he’s Obama. Because.
2,Nope. I think that was the most unintentionally funny political event I've ever seen. It was great! #GOPDebate https://t.co/DLaPGgPrcI
2,#GOPDebate was great reality TV. Can't wait for next episode to see who gets voted off the Island of Dr. Moreau!
1,"From watching #GOPDebate last nite, now know Rubio, Walker &amp; Santorum share belief they'd rather see wives die thn ""let"" thm get abortions."
2,"HOOT! LOOKY THIS.. huh last I heard neither Clinton nor Sanders was part of #GOPdebate 
 RT @davidbadash: Today’s... http://t.c…"
2,I didn't watch the #GOPDebate but I did see an old dog struggle to take a shit on the sidewalk so that's basically the…
0,yall should tithing 10 percent of your followers to Colin. just saying God told you too. #GOPDebate
2,"#GOPDebate Anyone who cheered when Trump was asked about his comments towards women, you are part of the problem. #feminism #UniteBlue"
2,".@CarlyFiorina laid off 30,000 workers and outsourced jobs to China. #GOPDebate http://t.co/nuBzUmsZCj"
2,So sad that today is Jon Stewart's last day on @TheDailyShow. I would love to see his take on #GOPDebate
2,"@FrankLuntz can count and ask simple questions, short of that I don't see much wisdom!  @realDonaldTrump #GOPDebate"
2,"It's funny to see a bunch of grown ass men, trying to scare America about a woman running for president. 
#GOPDebate"
2,.@realDonaldTrump should answer @jdharm's hard-hitting question from last night's #GOPDebate @sternshow @HowardStern http://t.co/cF3m0LEHUa
2,"If that was a bit of rope-a-dope, @megynkelly, it sure worked. #GOPDebate  https://t.co/2TrFPmEWCl"
0,"#GOPDebate Next time, shld 2 arrange candidates in order of most dangerous 2 least, assessed partly by who hears God talking back the most"
2,"I miss the days when conservatives wanted a @GOP Presidential candidate who was, you know, a conservative... #Trump #GOPDebate #tcot"
2,"Foxylady #MegynKelly stood up to that Tramp 
#GOPDebate #Trump #USA2016 #FoxDebate http://t.co/YYb9cSKrO2"
2,EXCLUSIVE: Trump reveals renderings for border wall #GOPDebate http://t.co/ZLxsFcQAMr
0,Even the @POTUS came out for the #GOPDebate http://t.co/u93VyVHmyf
0,Even the @POTUS came out for the #GOPDebate http://t.co/NJ9P7V90nv
0,"Three Republicans were asked about marriage equality, said nothing bad about gay couples. http://t.co/UjtwNczoNY #GOPDeba…"
2,"#GOPDebate #FOXNews anchors must not have been getting invites to the ""cool"" DC parties ."
2,Did Donald endorse Ben Carson when he said this country needs someone with a brain? #BATsAsk #GOPDebate
2,"CDC funding for firearm injury prevention fell 96 percent, down to $100,000, from 1996 to 2013 http://t.co/hxkZueE2Uf #G…"
0,"""Mommy, your cooking is too spicy."" -Piyush RT @BobbyJindal Immigration without assimilation is not immigration, it is …"
0,"""EXCUSE ME! THIS COUNTRY OWES $19 TRILLION DOLLARS &amp; THEY NEED SOMEONE LIKE ME TO STRAIGHTEN IT OUT!"" @realDonaldTrump #GOP…"
2,the big problem in US is political correctness...and not cops killing citizens or women being denied basic health care. #GOPDebate
2,"#gopdebate 
Trump says it's FUN to call women animals. 
THAT audience APPLAUDED his misogyny. 
Outrageous! All Republicans are misogynists."
2,Bitch betta have my social security money. #pimps #GOPDebate
2,Political junkies are worse than football fans. One poor debate and suddenly that guy isn't going to the Super Bowl. #GOPDebate
2,"@BarbaraBoxer on #GOPDebate ""I never heard the words income inequality, equal pay or climate change."" Gonna miss her but ready for Kamala"
0,"How great would it be if Rubio said the immigrants aren't coming from Mexico, they're coming from CANADA and glared at T…"
2,"women, serving openly gay and now #transgender in the military are just social experiments according to @GovMikeHuckabee #GOPDebate #late"
2,"She @megynkelly is a horrible commentator  @FoxNews did a terrible job last night, very DISAPPOINTING! #GOPDebate  https://t…"
0,"Who wants to take bets? How long will it take a #GOPDebate candidate to bring up ""radical Islam""?"
2,So are we all drunk now? #GOPDebate #2016
0,It looked like Megyn Kelly but it sounded like Saul Alinsky at the #GOPDebate
2,There are grown ass adult women on the Right who seem to enjoy being treated like incompetent children. #PlannedParenthood #GOPDebate
0,GOP candidates take aim at @HillaryClinton during #GOPdebate. Does it help or hurt her? @ChrisKofinis weighs in @CNN http://t.co/kHoL8s7f7w
1,@marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate I like a Rubio-Kasich ticket!
2,Scott Walker chooses killing mother rather than aborting unborn embryo. This is reason other countries give us that funny look #GOPDebate
2,First mention of Ferguson and Baltimore comes in Rand Paul's closing. #GOPDebate
0,#DonaldTrumpforPresident #GOPDebate The morning after http://t.co/tp1xQGbPbh
2,@politicalAnt Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
0,When Hillary coming out with this diss track? #GOPDebate
2,"Watching the #GOPDebate with my parents. Different generational views, but we can still laugh at Trump together. http://…"
0,"So confused, where was Alan Alda? #GOPDebate"
1,He got my vote #GOPDebate http://t.co/XMFPoYhcN1
2,Great. Even more people saw hack @megynkelly at #GOPdebate: Early numbers suggest record audience http://t.co/IIl0XF6T3p @foxN…
2,"The most offensive, confusing, hilarious, &amp; wild moments #GOPDebate http://t.co/kJMyy04bnH http://t.co/a4ZOV5eKOt h/t @VanityFair @morgfair"
2,I honestly think that Key Club candidates are more well-spoken than some of these. #GOPDebate
2,How is playing nice with the opposite party an insult...apparently cooperation isn't a leadership trait anymore #GOPDebate
2,Ten rich white guys promise to stop poor young black women getting an abortion. #GOPDebate
0,"what topics merited attention, and which were ignored #GOPtbt http://t.co/FVB6NrMjBC"
2,@HalftimeReport the smartest people sound like drunk uncles when limited to 140characters #twitter #GOPdebate #joshbrown
2,"Meanwhile, Ted Cruz wants to limit immigration. I guess after him, fuck everyone else, right? #GOPDebate #Canadian"
1,Carly Declared Winner by Many at the first #GOPdebate http://t.co/82iEpzFJOm
2,"In Maryland, we didn’t wait for the federal gov to act, we passed our own DREAM Act. #WWOMD #GOPDebate
https://t.co/tWLK…"
0,#GOPDebate and #JonVoyage are competing for the title of Top U.S. Twitter Trend right now...
1,Nice Dr Carson. Nice. #GOPDebate
0,"Being a billionaire isn't exactly brain surgery though, is it? https://t.co/kGZnJmYKX7 #GOPDebate"
2,HOW IS JEFF DUNHAM WORKING SO MANY PUPPETS AT ONCE?!?! #GOPDebate
1,@marcorubio did a fantastic job showing why @MarcoRubio_2016 is the only way to go. #GOPDebate #Rubio2016 #letsgo http://t.co/JGnN2f5qo2
1,"Though not the clear winner from last night's #GOPDebate, @JohnKasich search on Google spiked in 24 hours. http://t.co/6smJVSAeHX"
2,"@FoxNews is still trying 2 destroy @RealDonaldTrump huh?

Guess they have to cover up why they only spent 1:30 on race…"
2,"If Marco Rubio does a good job answering tonight, his mom says they can stop for pizza on the way home. #GOPDebate"
0,Back in the day with @MarcoRubio when he was running for U.S. Senate. #GOPDebate #TBT http://t.co/pZ96mmlt9t
2,#GOPDebate was pure propaganda hope CNN can provide a forum to hear views.  Fox News Moderators = haters
2,#GOPDebate Did #foxnews actually ask a political issue question last night?
0,@APechtold Hilarisch of Hillarys? #GOPDebate
0,No greater compliment than losing followers after the #GOPDebate! :)
2,"@ChrisChristie you HUG?  I thought you only punched. Or, guess that's just teachers. #BATsAsk #GopDebate @BadassTeacher…"
1,@JohnKasich ate @JebBush's lunch last nite. You get the compassion and moderation without the Bush name. #Election2016 #GOPDebate
0,“Ya know what? I’m staying.” - Jon Stewart after watching 3 seconds of this debate #GOPDebate
2,"@HuffPostPol @ChrisChristie When doing a CNN interview, you can blow hot air about attacking women. Did you mean it? #GOPDebate #…"
1,I love how @megynkelly who holds the highest position of any media figure on Fox is asking questions about a Repub war …
2,God was mentioned in #GOPDebate more than twice the time the constitution did.
2,He won that debate but if you are even considering voting for that piece of trash you need to be evaluated. #GOPDebate #Trump
2,"http://t.co/KQemVNMXja 
#GOPDebate"
2,"During the #GOPDebate, @megynkelly used biased personal attacks on @realDonaldTrump. We wanted to hear legitimate questions. Shameful."
2,In the @AP factcheck of the #GOPDebate Jeb Bush appears to come off looking the worst... http://t.co/IrZVUGgYCu http://t.co/6EhHQjEYG2
0,@CarlyFiorina left @hardball_chris speechless. No small task. http://t.co/9XJNtVbLb2 #GOPDebate #Carly2016
2,Dear @FoxNews: I could create millions of jobs &amp; a 4% growth rate by eliminating ObamaCare gutting EPA &amp; repealing Dodd-…
0,Overnights show 16% of every US household w/ TV watched #GOPDebate last night. All time record. America is hungry for new ideas #FoxDebate
2,The repeal of an #NRA-backed military gag-order contributed to a 22% decline in military suicides in 2013 #GOPdebate #gu…
0,.@JedediahBila: @CarlyFiorina was the winner in the early #GOPDebate. #Dobbs
0,It was truly amazing how derogatory the #GOPDebate was towards women. They didn't even try to apologize.
2,"The only thing that could've made last night's #GOPDebate more amusing would have been:

#CowBells!

#MoreCowBells http://t.co/F76MsA5b8t"
2,You forgot to mention the thousands killed by the rise in  GMO Manbearpig attacks @WhiteHouse #GOPDebate
2,"Republican audience loudly cheering inhumanity, warmongering, lies and racism with wild abandon. So yeah, nothing new. #GOP…"
2,Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
2,It's so funny trying to watch people act smart talking about the #GOPDebate when clearly they know nothing. 😂
2,"Not quite, Jeb. How about a little truth? http://t.co/M3VPNb1KnT #BATsAsk #GOPDebate"
2,Who else is watching the new episode of The Biggest Loser on @FoxNews right now? #GOPDebate #TYTLive
1,"@FoxNews #GOPDebate In the end, impressed with questions and moderators.  Kudos to Fox News."
0,"Fox News was the real winner of the #gopDebate http://t.co/dae5e8RjGa via @HuffPostPol | It needs to be called ""The"" #foxnews"
2,I don't think I've ever seen a bunch of dudes so afraid of one woman as during last night's debates. #GOPDebate
1,"Not only Mr. @realDonaldTrump 's polls are #1, but his Twitter followers are spiking up. #1stplace #trump #gopdebate http://t.co/Q9YXEH55EF"
2,#GOPDebate - They dummies couldn't lead a circle jerk!
2,"Hmm, just found out that as CEO of HP, Carly Fiorina was fired and shipped 1000s of jobs oversea. Not good 4 economy. #GOPDebate"
0,Ben Carson at last night's #GOPDebate http://t.co/efv4ZagbAW
2,"@awyattman88 Hilary however can &amp; will win. It's why, at #GOPDebate she was the most talked about person.  They know they can't beat her!"
2,"Someone at CNN said that last night's #GOPDebate should've ""gone full reality TV with celebrity judges and a gong."" Hilarious!"
2,Fox &amp; executives' attempt to kill Trump's buzz/momentum could have had the opposite effect -- a 'martyr effect.' #GOPDebate
2,"I've said it before: if he talks to Rosie O'Donnell, and now Megyn Kelly, like that, imagine how he'd speak to Angela …"
